ID,N_VICTIMAS,AÑO,MES,DIA_SEMANA,DIA_SEMANA_NOM,HORA,TIPO_DE_CALLE,VIAS_INVOL,INTERSECCION,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,LONGITUD,LATITUD
2018-0037,1,2018,4,2,MIÉRCOLES,18.75,AVENIDA,"['CORDOBA AV.', 'URIBURU JOSE E., PRES.']",1,2,PEATON-CARGAS,PEATON,CARGAS,-58.3987261,-34.59975962
2018-0038,2,2018,4,4,VIERNES,17.166666666666668,AVENIDA,['RIVADAVIA AV.'],0,1,PEATON-AUTO,PEATON,AUTO,-58.38872177,-34.60885045
2018-0039,1,2018,4,5,SÁBADO,22.25,AUTOPISTA,"['LUGONES, LEOPOLDO AV.']",0,14,PEATON-AUTO,PEATON,AUTO,-58.42525456,-34.57866344
2018-0040,1,2018,4,4,VIERNES,11.0,CALLE,"['FREIRE, RAMON, CAP. GRAL.', 'OLAGUER Y FELIU, VIRREY']",1,13,PEATON-CARGAS,PEATON,CARGAS,-58.45686132,-34.57305993
2018-0041,1,2018,4,4,VIERNES,13.5,AVENIDA,"['LA PLATA AV.', 'FERNANDEZ DE LA CRUZ, F., GRAL. AV.']",1,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.42281627,-34.64282424
2018-0042,1,2018,4,4,VIERNES,18.716666666666665,CALLE,"['BRANDSEN', 'PERDRIEL']",1,4,MOTO-CARGAS,MOTO,CARGAS,-58.38666024,-34.63953396
2018-0043,1,2018,4,5,SÁBADO,6.5,AVENIDA,"['VILARDEBO, TEODORO', 'ALVAREZ JONTE AV.']",1,11,MOTO-AUTO,MOTO,AUTO,-58.49122843,-34.61207587
2018-0044,1,2018,4,5,SÁBADO,9.0,AVENIDA,"['ALBERTI', 'INDEPENDENCIA AV.']",1,3,PEATON-AUTO,PEATON,AUTO,-58.40098306,-34.61866627
2018-0045,1,2018,4,0,LUNES,7.0,AVENIDA,['ALVAREZ THOMAS AV.'],0,13,AUTO-CARGAS,AUTO,CARGAS,-58.45448963,-34.5791692
2018-0046,1,2018,5,2,MIÉRCOLES,3.25,GRAL PAZ,"['PAZ, GRAL. AV.', 'RIVADAVIA AV.']",1,9,PEATON-AUTO,PEATON,AUTO,-58.52927982,-34.63931752
2018-0047,1,2018,5,1,MARTES,19.0,AVENIDA,"['CORRIENTES AV.', 'DORREGO AV.']",1,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44759966,-34.5917024
2018-0048,1,2018,5,2,MIÉRCOLES,10.5,AVENIDA,"['RIVADAVIA AV.', 'PEDERNERA']",1,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46411215,-34.62925068
2018-0049,1,2018,5,4,VIERNES,19.25,CALLE,['QUESADA'],0,13,PEATON-AUTO,PEATON,AUTO,-58.4621322,-34.55395823
2018-0050,1,2018,5,0,LUNES,18.75,AVENIDA,"['CABILDO AV.', 'JURAMENTO AV.']",1,13,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.45669422,-34.5620361
2018-0051,1,2018,5,1,MARTES,21.25,CALLE,"['CALIFORNIA', 'CARBONARI, FRANCISCO, CMTE.']",1,4,PEATON-AUTO,PEATON,AUTO,-58.3597716,-34.64341878
2018-0052,1,2018,5,4,VIERNES,20.5,AVENIDA,"['CARRIL, SALVADOR MARIA DEL AV.', 'NAZCA']",1,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.49820145,-34.59070093
2018-0053,1,2018,5,6,DOMINGO,2.5,CALLE,"['SAN LUIS', 'AGUERO']",1,3,MOTO-AUTO,MOTO,AUTO,-58.4105928,-34.5993918
2018-0054,1,2018,5,1,MARTES,11.25,CALLE,['LUGONES'],0,12,PEATON-BICICLETA,PEATON,BICICLETA,-58.47969138,-34.57121563
2018-0055,1,2018,5,1,MARTES,7.5,AVENIDA,"['INDEPENDENCIA AV.', 'JUJUY AV.']",1,3,MOTO-AUTO,MOTO,AUTO,-58.40351561,-34.61883916
2018-0056,1,2018,6,5,SÁBADO,13.0,AVENIDA,['RIVADAVIA AV.'],0,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.51973844,-34.63918987
2018-0057,1,2018,6,6,DOMINGO,3.5,CALLE,"['COMBATE DE LOS POZOS', 'HUMBERTO 1?']",1,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.39311376,-34.62163006
2018-0058,1,2018,6,6,DOMINGO,6.5,AVENIDA,"['CORDOBA AV.', 'THAMES']",1,15,MOTO-AUTO,MOTO,AUTO,-58.43531242,-34.59082159
2018-0059,1,2018,6,4,VIERNES,6.333333333333333,AVENIDA,"['GARAY, JUAN DE AV.', 'SANCHEZ DE LORIA']",1,5,MOTO-MOVIL,MOTO,OTRO,-58.41178165,-34.63035454
2018-0060,1,2018,6,4,VIERNES,12.833333333333334,AVENIDA,"['LAVALLE', 'ALEM, LEANDRO N. AV.']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.370488,-34.60189492
2018-0061,1,2018,6,6,DOMINGO,11.25,CALLE,"['ESTADOS UNIDOS', 'PICHINCHA']",1,3,MOTO-MOTO,MOTO,MOTO,-58.39883882,-34.61964833
2018-0062,1,2018,6,3,JUEVES,1.0,CALLE,"['ROSARIO', 'BARCO CENTENERA DEL']",1,6,PEATON-CARGAS,PEATON,CARGAS,-58.44110156,-34.62082399
2018-0063,1,2018,6,5,SÁBADO,21.25,AVENIDA,"['ALEM, LEANDRO N. AV.', 'VIAMONTE']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37093138,-34.59952725
2018-0064,1,2018,6,0,LUNES,1.25,AVENIDA,"['VARELA AV.', 'PRIMERA JUNTA']",1,7,AUTO-CARGAS,AUTO,CARGAS,-58.45855262,-34.63953253
2018-0065,1,2018,6,1,MARTES,17.5,CALLE,"['PELLEGRINI, CARLOS', 'JUNCAL']",1,1,MOTO-CARGAS,MOTO,CARGAS,-58.38161909,-34.59283447
2018-0066,1,2018,6,3,JUEVES,11.0,AVENIDA,"['CORRIENTES AV.', 'LACROZE, FEDERICO AV.']",1,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.45511899,-34.58698157
2018-0067,1,2018,6,4,VIERNES,16.25,AVENIDA,"['MONTES DE OCA, MANUEL AV.', 'FINOCHIETTO ENRIQUE DR.']",1,4,PASAJEROS-AUTO,PASAJEROS,AUTO,-58.37724226,-34.62973033
2018-0068,1,2018,7,6,DOMINGO,9.0,AVENIDA,"['CARABOBO AV.', 'ALBERDI, JUAN BAUTISTA AV.']",1,7,MOTO-AUTO,MOTO,AUTO,-58.45546217,-34.62930339
2018-0069,1,2018,7,2,MIÉRCOLES,21.75,AVENIDA,['CORDOBA AV.'],0,2,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,-58.39897064,-34.59954925
2018-0070,1,2018,7,5,SÁBADO,15.75,CALLE,"['ESTADOS UNIDOS', 'URQUIZA, GRAL.']",1,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.40917826,-34.62126274
2018-0071,1,2018,7,1,MARTES,17.833333333333332,AVENIDA,"['MORENO', 'HUERGO, ING. AV.']",1,1,MOTO-CARGAS,MOTO,CARGAS,-58.36726348,-34.61099738
2018-0072,1,2018,7,2,MIÉRCOLES,13.25,AUTOPISTA,['AUTOPISTA DELLEPIANE LUIS TTE. GRAL.'],0,8,MOTO-CARGAS,MOTO,CARGAS,-58.48267426,-34.68454456
2018-0073,1,2018,7,2,MIÉRCOLES,15.75,AVENIDA,"['IRIARTE, GRAL. AV.']",0,4,PEATON-CARGAS,PEATON,CARGAS,-58.39546165,-34.65168841
2018-0074,1,2018,7,5,SÁBADO,6.066666666666666,AVENIDA,"['ALBERDI, JUAN BAUTISTA AV.']",0,7,AUTO-CARGAS,AUTO,CARGAS,-58.46941984,-34.63376545
2018-0075,1,2018,7,6,DOMINGO,7.5,AVENIDA,"['DEL LIBERTADOR AV.', 'ORTIZ DE OCAMPO']",1,14,PEATON-AUTO,PEATON,AUTO,-58.40367321,-34.58129246
2018-0076,1,2018,7,0,LUNES,9.5,CALLE,"['CHAVEZ, JORGE', 'PAZ, GRAL. AV.']",1,9,AUTO-CARGAS,AUTO,CARGAS,-58.52932872,-34.65014993
2018-0077,1,2018,7,0,LUNES,23.25,CALLE,"['URQUIZA, GRAL.', 'ESTADOS UNIDOS']",1,3,AUTO-CARGAS,AUTO,CARGAS,-58.40917826,-34.62126274
2018-0078,1,2018,7,5,SÁBADO,6.25,CALLE,"['PARAGUAY', 'SANCHEZ DE BUSTAMANTE']",1,2,PEATON-AUTO,PEATON,AUTO,-58.41264127,-34.59473294
2018-0079,1,2018,7,0,LUNES,7.25,GRAL PAZ,"['DE LOS CORRALES AV.', 'PAZ, GRAL. AV.']",1,9,PEATON-CARGAS,PEATON,CARGAS,-58.50877521,-34.66977709
2018-0080,1,2018,7,2,MIÉRCOLES,22.366666666666667,AVENIDA,"['ALBERDI, JUAN BAUTISTA AV.', 'CARHUE']",1,9,PEATON-AUTO,PEATON,AUTO,-58.51232237,-34.6590353
2018-0081,1,2018,7,6,DOMINGO,6.5,AVENIDA,"['CASTANARES AV.', 'RIVERA INDARTE AV.']",1,7,MULTIPLE,PEATON,MULTIPLE,-58.44744156,-34.64567171
2018-0082,1,2018,8,2,MIÉRCOLES,15.883333333333333,AVENIDA,"['LARRAZABAL', 'GARZON, EUGENIO, GRAL. AV.']",1,9,MOTO-CARGAS,MOTO,CARGAS,-58.49441273,-34.65869968
2018-0083,1,2018,8,3,JUEVES,5.333333333333333,GRAL PAZ,"['PAZ, GRAL. AV.', 'FERNANDEZ DE LA CRUZ, F., GRAL. AV.']",1,8,MOTO-CARGAS,MOTO,CARGAS,-58.47976785,-34.69153196
2018-0084,1,2018,8,4,VIERNES,7.416666666666667,AVENIDA,"['MOREAU DE JUSTO, ALICIA AV.', 'COCHABAMBA']",1,1,PEATON-CARGAS,PEATON,CARGAS,-58.36523349,-34.62260331
2018-0085,2,2018,8,4,VIERNES,18.266666666666666,AVENIDA,"['ENTRE RIOS AV.', 'GARAY, JUAN DE AV.']",1,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.39118948,-34.62704273
2018-0086,1,2018,8,4,VIERNES,21.733333333333334,AVENIDA,"['DIRECTORIO AV.', 'GUARDIA NACIONAL']",1,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.49019551,-34.65015854
2018-0087,1,2018,8,2,MIÉRCOLES,19.333333333333332,AVENIDA,"['PAVON AV.', 'COLOMBRES']",1,5,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.41644362,-34.63023775
2018-0088,1,2018,8,4,VIERNES,16.6,GRAL PAZ,"['PAZ, GRAL. AV.', 'BALBIN, RICARDO, DR. AV.']",1,12,MOTO-CARGAS,MOTO,CARGAS,-58.5007381,-34.5497951
2018-0089,1,2018,8,4,VIERNES,17.933333333333334,AVENIDA,"['PICHINCHA AV.', 'BRASIL']",1,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.39626094,-34.63036565
2018-0090,1,2018,8,5,SÁBADO,10.566666666666666,AVENIDA,"['27 DE FEBRERO AV.', 'PERGAMINO']",1,8,MOTO-AUTO,MOTO,AUTO,-58.43284809,-34.67051543
2018-0091,1,2018,8,6,DOMINGO,18.783333333333335,AUTOPISTA,"['AUTOPISTA PERITO MORENO', 'BARRAGAN']",1,9,AUTO-AUTO,AUTO,AUTO,-58.52280139,-34.63659934
2018-0092,1,2018,8,0,LUNES,8.333333333333334,AVENIDA,"['CORDOBA AV.', 'GASCON']",1,14,MOTO-AUTO,MOTO,AUTO,-58.4233693,-34.59774487
2018-0093,1,2018,8,0,LUNES,8.683333333333334,CALLE,['15 DE NOVIEMBRE DE 1889'],0,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38691681,-34.63105973
2018-0094,1,2018,8,3,JUEVES,5.583333333333333,CALLE,"['SALGUERO, JERONIMO', 'BERUTI']",1,14,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.4116902,-34.5857988
2018-0095,1,2018,8,6,DOMINGO,0.9833333333333333,AVENIDA,"['LACARRA AV.', 'DELLEPIANE, LUIS, TTE. GRAL.']",1,9,AUTO-AUTO,AUTO,AUTO,-58.46739825,-34.65117757
2018-0096,1,2018,8,4,VIERNES,22.333333333333332,AUTOPISTA,"['AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA', 'ROCA, CNEL. AV.']",1,8,PEATON-AUTO,PEATON,AUTO,-58.44483258,-34.67152226
2018-0097,1,2018,9,6,DOMINGO,10.833333333333334,AVENIDA,"['VARELA AV.', 'RABANAL, FRANCISCO, INTENDENTE AV.']",1,8,AUTO-MOVIL,AUTO,OTRO,-58.43254025,-34.66128115
2018-0098,2,2018,9,6,DOMINGO,5.0,GRAL PAZ,"['PAZ, GRAL. AV.', 'BERON DE ASTRADA']",1,8,AUTO-AUTO,AUTO,AUTO,-58.47199387,-34.69640164
2018-0099,1,2018,9,2,MIÉRCOLES,14.416666666666666,AVENIDA,"['RIVADAVIA AV.', 'PEDERNERA']",1,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46411215,-34.62925068
2018-0100,1,2018,9,3,JUEVES,10.5,AVENIDA,"['RAWSON DE DELLEPIANE, ELVIRA AV.']",0,1,MOTO-AUTO,MOTO,AUTO,-58.36217754,-34.62367156
2018-0101,1,2018,9,4,VIERNES,0.25,GRAL PAZ,"['PAZ, GRAL. AV.', 'ZAPIOLA']",1,12,MULTIPLE,AUTO,MULTIPLE,-58.48098594,-34.5407313
2018-0102,1,2018,9,4,VIERNES,0.5,CALLE,"['FAMATINA', 'TABORDA, DIOGENES']",1,4,MOTO-AUTO,MOTO,AUTO,-58.41083404,-34.64640709
2018-0103,1,2018,9,3,JUEVES,17.85,AVENIDA,"['CASTA?ARES AV.', 'BONORINO, ESTEBAN, CNEL. AV.']",1,7,PEATON-MOTO,PEATON,MOTO,-58.44609828,-34.64446729
2018-0104,1,2018,10,0,LUNES,8.966666666666667,AUTOPISTA,"['AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI', 'SUAREZ AV.']",1,4,MOTO-MOTO,MOTO,MOTO,-58.37709334,-34.64035082
2018-0105,1,2018,10,2,MIÉRCOLES,18.2,AVENIDA,"['NAZCA AV.', 'RIVADAVIA AV.']",1,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46963952,-34.63070603
2018-0106,1,2018,10,3,JUEVES,22.033333333333335,AVENIDA,"['FIGUEROA ALCORTA, PRES. AV.', 'ECHEVERRIA']",1,13,MOTO-MOTO,MOTO,MOTO,-58.43674281,-34.55161027
2018-0107,1,2018,10,5,SÁBADO,14.333333333333334,AVENIDA,"['RIVADAVIA AV.', 'JUJUY AV.']",1,3,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.4059686,-34.61011987
2018-0108,1,2018,10,1,MARTES,14.0,AVENIDA,"['DE LOS ITALIANOS AV.', 'GUEMES, MACACHA']",1,1,MOTO-AUTO,MOTO,AUTO,-58.36154069,-34.60463618
2018-0109,1,2018,10,2,MIÉRCOLES,22.2,AVENIDA,"['TUCUMAN', 'ALEM, LEANDRO N. AV.']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37062179,-34.60066507
2018-0110,1,2018,10,5,SÁBADO,3.0833333333333335,AVENIDA,"['CORRIENTES AV.', 'GALLARDO, ANGEL AV.']",1,15,PEATON-MOTO,PEATON,MOTO,-58.43220014,-34.60207186
2018-0111,1,2018,10,4,VIERNES,12.216666666666667,AUTOPISTA,['AUTOPISTA PERITO MORENO'],0,9,MOTO-CARGAS,MOTO,CARGAS,-58.46958442,-34.64949724
2018-0112,1,2018,10,2,MIÉRCOLES,9.3,CALLE,"['MU?ECAS', 'SERRANO']",1,15,MOTO-CARGAS,MOTO,CARGAS,-58.44671397,-34.59970903
2018-0113,1,2018,10,3,JUEVES,11.0,CALLE,"['ARTIGAS, JOSE GERVASIO, GRAL.', 'TRES ARROYOS']",1,11,MOTO-CARGAS,MOTO,CARGAS,-58.47152163,-34.61474911
2018-0114,1,2018,10,1,MARTES,2.25,AVENIDA,"['SOLIS', 'INDEPENDENCIA AV.']",1,1,MOTO-AUTO,MOTO,AUTO,-58.39032921,-34.61807951
2018-0115,1,2018,10,2,MIÉRCOLES,12.5,CALLE,"['BOSCH, VENTURA', 'PAZ, GRAL. AV.']",1,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.52887773,-34.64297861
2018-0116,1,2018,11,3,JUEVES,10.833333333333334,GRAL PAZ,"['PAZ, GRAL. AV.']",0,8,PEATON-CARGAS,PEATON,CARGAS,-58.49371157,-34.67981324
2018-0117,1,2018,11,6,DOMINGO,8.25,AVENIDA,"['PERON, EVA AV.']",0,9,MOTO-MOTO,MOTO,MOTO,-58.48266599,-34.66012327
2018-0118,1,2018,11,0,LUNES,14.816666666666666,AVENIDA,"['PERON, JUAN DOMINGO, TTE. GENERAL', 'PUEYRREDON AV.']",1,3,PEATON-MOTO,PEATON,MOTO,-58.40612253,-34.60774301
2018-0119,1,2018,11,0,LUNES,22.583333333333332,AVENIDA,"['RABANAL, FRANCISCO, INTENDENTE AV.', 'SAN PEDRITO']",1,8,PEATON-SD,PEATON,SD,-58.43613623,-34.66292532
2018-0120,1,2018,11,4,VIERNES,13.566666666666666,AVENIDA,"['MONROE', 'ALVAREZ THOMAS AV.']",1,12,PEATON-AUTO,PEATON,AUTO,-58.48250732,-34.57208238
2018-0121,1,2018,11,4,VIERNES,16.533333333333335,AVENIDA,"['RIVADAVIA AV.', 'MANZONI']",1,10,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.49945705,-34.6374328
2018-0122,1,2018,11,0,LUNES,1.0,AUTOPISTA,"['AUTOPISTA DELLEPIANE LUIS TTE. GRAL.', 'LARRAZABAL']",1,8,AUTO-AUTO,AUTO,AUTO,-58.47743966,-34.67233407
2018-0123,1,2018,11,0,LUNES,3.533333333333333,GRAL PAZ,"['PAZ, GRAL. AV.', 'PERON, EVA AV.']",1,9,AUTO-SD,AUTO,SD,-58.5025179,-34.67450313
2018-0124,1,2018,11,3,JUEVES,19.666666666666668,AUTOPISTA,['AUTOPISTA PERITO MORENO'],0,9,CARGAS-CARGAS,CARGAS,CARGAS,-58.52144411,-34.63682499
2018-0125,1,2018,11,4,VIERNES,21.2,AVENIDA,"['SAENZ AV.', 'VENTANA']",1,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.41650465,-34.65084045
2018-0126,1,2018,11,6,DOMINGO,12.183333333333334,GRAL PAZ,"['PAZ, GRAL. AV.', 'FALCON, RAMON L.,CNEL.']",1,9,MOTO-AUTO,MOTO,AUTO,-58.52994219,-34.64055918
2018-0127,1,2018,11,0,LUNES,9.233333333333333,GRAL PAZ,"['PAZ, GRAL. AV.', 'DE LOS CONSTITUYENTES AV.']",1,12,MOTO-MOTO,MOTO,MOTO,-58.50993046,-34.56919739
2018-0128,2,2018,11,6,DOMINGO,4.5,GRAL PAZ,"['PAZ, GRAL. AV.']",0,9,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.52844623,-34.64592873
2018-0129,1,2018,11,2,MIÉRCOLES,4.016666666666667,AVENIDA,"['NEWBERY, JORGE AV.', 'GUEVARA']",1,15,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.45021367,-34.58695347
2018-0130,1,2018,12,0,LUNES,3.0,AVENIDA,"['GAONA AV.', 'SEGUROLA AV.']",1,10,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.49022072,-34.62770192
2018-0131,1,2018,12,4,VIERNES,19.166666666666668,AVENIDA,"['MADERO, EDUARDO AV.']",0,1,MOTO-CARGAS,MOTO,CARGAS,-58.36860866,-34.60106568
2018-0132,1,2018,12,2,MIÉRCOLES,8.433333333333334,AUTOPISTA,"['AUTOPISTA ARTURO ILLIA', 'CASTILLO, RAMON S., PRES. AV.']",1,2,PEATON-CARGAS,PEATON,CARGAS,-58.39490504,-34.57241534
2018-0133,1,2018,12,2,MIÉRCOLES,14.116666666666667,AVENIDA,"['NAZCA AV.', 'RIVADAVIA AV.']",1,7,PEATON-CARGAS,PEATON,CARGAS,-58.46963952,-34.63070603
2018-0134,1,2018,12,2,MIÉRCOLES,21.0,AVENIDA,"['LA PLATA AV.', 'CASEROS AV.']",1,7,PEATON-MOTO,PEATON,MOTO,-58.42349365,-34.64019887
2018-0135,1,2018,12,1,MARTES,14.666666666666666,AVENIDA,"['BELGRANO AV.', 'PERU']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37471802,-34.61265002
2018-0136,1,2018,12,1,MARTES,15.7,AVENIDA,['RIVADAVIA AV.'],0,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46438789,-34.62913916
2018-0137,1,2018,12,1,MARTES,20.25,CALLE,"['ALSINA, ADOLFO', 'SANTIAGO DEL ESTERO']",1,1,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.38481975,-34.61100424
2018-0138,1,2018,12,4,VIERNES,9.5,CALLE,['BERMUDEZ'],0,10,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,-58.50751833,-34.62073702
2018-0139,1,2018,12,5,SÁBADO,6.5,CALLE,['SANTANDER'],0,7,MOTO-MOTO,MOTO,MOTO,-58.44682986,-34.63888084
2018-0140,1,2018,12,5,SÁBADO,8.083333333333334,CALLE,['LANTERI JULIETA'],0,1,AUTO-AUTO,AUTO,AUTO,-58.3600465,-34.61381341
2018-0141,1,2018,12,5,SÁBADO,17.666666666666668,AVENIDA,"['MAZA', 'INDEPENDENCIA AV.']",1,5,PEATON-MOTO,PEATON,MOTO,-58.41509546,-34.62085945
2018-0142,1,2018,12,1,MARTES,13.5,GRAL PAZ,"['PAZ, GRAL. AV.']",0,12,CARGAS-PASAJEROS,CARGAS,PASAJEROS,-58.50997604,-34.57251072
2018-0143,1,2018,12,5,SÁBADO,5.416666666666667,AVENIDA,"['OLIVERA AV.', 'ALBERDI, JUAN BAUTISTA AV.']",1,10,MOTO-AUTO,MOTO,AUTO,-58.48606475,-34.64047818
2019-0001,1,2019,1,1,MARTES,8.5,AVENIDA,"['CASTILLO, RAMON S., PRES. AV.', 'CALLE 12 (NO OFICIAL)']",1,2,MOTO-CARGAS,MOTO,CARGAS,-58.38526125,-34.5780581
2019-0002,1,2019,1,2,MIÉRCOLES,4.0,AVENIDA,"['CASTA?ARES AV.', 'MORENO, PERITO AV.']",1,7,AUTO-CARGAS,AUTO,CARGAS,-58.45463662,-34.65082149
2019-0003,1,2019,1,5,SÁBADO,8.0,AVENIDA,"['SAN MARTIN AV.', 'TERRADA']",1,15,MOTO-AUTO,MOTO,AUTO,-58.49121672,-34.59718073
2019-0004,1,2019,1,0,LUNES,19.966666666666665,AVENIDA,"['PERON, EVA AV.', 'MEDINA']",1,9,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.47325712,-34.65284605
2019-0005,1,2019,1,5,SÁBADO,12.0,AVENIDA,"['JUSTO, JUAN B. AV.', 'ALVAREZ JONTE AV.']",1,10,MOTO-CARGAS,MOTO,CARGAS,-58.52108101,-34.63382309
2019-0006,1,2019,1,2,MIÉRCOLES,5.75,AVENIDA,"['OBLIGADO RAFAEL, AV.COSTANERA']",0,14,PEATON-AUTO,PEATON,AUTO,-58.41652702,-34.55509606
2019-0007,1,2019,1,5,SÁBADO,19.566666666666666,CALLE,"['MITRE, BARTOLOME', 'YATAY']",1,5,MOTO-AUTO,MOTO,AUTO,-58.42891604,-34.6107166
2019-0008,1,2019,1,2,MIÉRCOLES,22.75,GRAL PAZ,"['PAZ, GRAL. AV.']",0,8,MULTIPLE,MOTO,MULTIPLE,-58.47802293,-34.69156793
2019-0009,1,2019,1,3,JUEVES,14.916666666666666,AVENIDA,"['CHACABUCO', 'SAN JUAN AV.']",1,1,MOTO-AUTO,MOTO,AUTO,-58.37564821,-34.62200207
2019-0010,2,2019,2,5,SÁBADO,7.833333333333333,AVENIDA,['DEL LIBERTADOR AV.'],0,14,PEATON-AUTO,PEATON,AUTO,-58.42668489,-34.56961468
2019-0011,1,2019,2,6,DOMINGO,1.0,GRAL PAZ,"['PAZ, GRAL. AV.', 'ALBERDI, JUAN BAUTISTA AV.']",1,9,PEATON-AUTO,PEATON,AUTO,-58.5183993,-34.66252488
2019-0012,1,2019,2,6,DOMINGO,3.2666666666666666,AVENIDA,"['CASTA?ARES AV.', 'GORDILLO, TIMOTEO']",1,8,MOTO-AUTO,MOTO,AUTO,-58.48432691,-34.67665828
2019-0013,1,2019,2,2,MIÉRCOLES,7.5,CALLE,"['SALVIGNY', 'MOM']",1,7,PEATON-AUTO,PEATON,AUTO,-58.4338383,-34.64457699
2019-0014,1,2019,2,2,MIÉRCOLES,17.5,CALLE,"['LAMARCA, EMILIO']",0,11,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.51664939,-34.58657938
2019-0015,1,2019,2,5,SÁBADO,6.95,AVENIDA,['SAN MARTIN AV.'],0,11,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.49613012,-34.59703502
2019-0016,1,2019,2,6,DOMINGO,2.0,CALLE,"['CARRILLO, RAMON, DR.', 'FINOCHIETTO ENRIQUE DR.']",1,4,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.38313603,-34.63356284
2019-0017,1,2019,3,6,DOMINGO,7.0,CALLE,"['MEXICO', 'PICHINCHA']",1,3,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.39914719,-34.61632317
2019-0018,1,2019,3,6,DOMINGO,23.5,AUTOPISTA,"['CANTILO, INT.', 'UDAONDO, GUILLERMO AV.']",1,13,PEATON-AUTO,PEATON,AUTO,-58.44927253,-34.54048625
2019-0019,1,2019,3,2,MIÉRCOLES,12.0,AVENIDA,['DEL LIBERTADOR AV.'],0,13,MOTO-AUTO,MOTO,AUTO,-58.45049163,-34.55374003
2019-0020,1,2019,3,3,JUEVES,21.016666666666666,AVENIDA,['CHICLANA AV.'],0,5,MOTO-AUTO,MOTO,AUTO,-58.41288952,-34.63572989
2019-0021,1,2019,3,4,VIERNES,22.833333333333332,AVENIDA,"['BOYACA AV.', 'YERBAL']",1,7,MOTO-AUTO,MOTO,AUTO,-58.45743597,-34.62561234
2019-0022,1,2019,3,4,VIERNES,0.0,AVENIDA,['ENTRE RIOS AV.'],0,1,AUTO-SD,AUTO,SD,-58.39123782,-34.62352245
2019-0023,1,2019,3,5,SÁBADO,8.466666666666667,GRAL PAZ,"['PAZ, GRAL. AV.', 'JACQUES, AMADEO']",1,9,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.52922765,-34.63637963
2019-0024,1,2019,3,1,MARTES,7.2,AVENIDA,['ANTARTIDA ARGENTINA AV.'],0,1,MOTO-CARGAS,MOTO,CARGAS,-58.37208118,-34.58541957
2019-0025,1,2019,3,4,VIERNES,13.166666666666666,CALLE,"['MITRE, BARTOLOME', 'SANCHEZ DE BUSTAMANTE']",1,5,PEATON-AUTO,PEATON,AUTO,-58.41458534,-34.60937557
2019-0026,1,2019,3,3,JUEVES,7.533333333333333,AVENIDA,"['FERNANDEZ DE LA CRUZ, F., GRAL. AV.', 'PAZ, GRAL. AV.']",1,8,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.47976785,-34.69153196
2019-0027,1,2019,3,3,JUEVES,11.183333333333334,AVENIDA,"['SANTA FE AV.', 'AZCUENAGA']",1,2,MULTIPLE,BICICLETA,MULTIPLE,-58.39990285,-34.59511714
2019-0028,1,2019,4,5,SÁBADO,9.25,AVENIDA,"['JUSTO, JUAN B. AV.', 'ORO?O, NICASIO']",1,11,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46051346,-34.60588536
