ID,N_VICTIMAS,AÑO,MES,DIA_SEMANA,DIA_SEMANA_NOM,HORA,TIPO_DE_CALLE,VIAS_INVOL,INTERSECCION,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,LONGITUD,LATITUD
2020-0063,2,2020,12,5,SÁBADO,7.166666666666667,CALLE,"['NUEVA YORK', 'ALTA GRACIA']",1,11,PEATON_MOTO-MOTO,PEATON_MOTO,MOTO,-58.52783814,-34.61047001
2020-0065,1,2020,12,5,SÁBADO,16.0,GRAL PAZ,"['PAZ, GRAL. AV.', 'GOYENECHE, ROBERTO PARQUE AV.']",1,12,MOTO-AUTO,MOTO,AUTO,-58.49332664,-34.54836855
2020-0066,1,2020,12,0,LUNES,4.5,AUTOPISTA,['AUTOPISTA PERITO MORENO'],0,10,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.50178784,-34.63593897
2020-0067,1,2020,12,4,VIERNES,22.0,AVENIDA,"['SAENZ AV.', 'BEAZLEY']",1,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.41657793,-34.65476216
2020-0068,1,2020,12,5,SÁBADO,20.5,AVENIDA,"['DEL LIBERTADOR AV.', 'AUSTRIA']",1,2,MOTO-AUTO,MOTO,AUTO,-58.39731474,-34.58307887
2020-0069,1,2020,12,1,MARTES,5.333333333333333,AVENIDA,"['INDEPENDENCIA AV.', 'SAENZ PE?A, LUIS, PRES.']",1,1,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.38746381,-34.61790839
2020-0070,1,2020,12,3,JUEVES,15.583333333333334,AVENIDA,"['CALLAO AV.', 'LAS HERAS, GENERAL']",1,2,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.39189441,-34.59176378
2020-0071,1,2020,12,3,JUEVES,23.0,AVENIDA,"['SAN PEDRITO AV.', 'DIRECTORIO AV.']",1,7,PEATON-AUTO,PEATON,AUTO,-58.46749188,-34.63551751
2020-0072,1,2020,12,5,SÁBADO,3.5,AVENIDA,"['JUJUY AV.', 'CALVO, CARLOS']",1,3,BICICLETA-AUTO,BICICLETA,AUTO,-58.40280471,-34.62113271
2020-0073,1,2020,12,6,DOMINGO,7.666666666666667,AVENIDA,"['27 DE FEBRERO AV.', 'ESCALADA AV.']",1,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.44451316,-34.68475866
2020-0074,1,2020,12,6,DOMINGO,21.0,AVENIDA,"['BOGOTA', 'NAZCA AV.']",1,7,AUTO-AUTO,AUTO,AUTO,-58.47110424,-34.62742408
2020-0075,1,2020,12,2,MIÉRCOLES,14.0,AVENIDA,"['CORRIENTES AV.', '9 DE JULIO AV.']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38220928,-34.60373898
2020-0076,1,2020,12,3,JUEVES,12.5,AVENIDA,"['ALVAREZ JONTE AV.', 'CHIVILCOY']",1,10,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.49794468,-34.61565025
2020-0077,2,2020,12,4,VIERNES,6.666666666666667,AVENIDA,"['SAN MARTIN AV.', 'PUNTA ARENAS']",1,15,MOTO-AUTO,MOTO,AUTO,-58.47220945,-34.60111373
2020-0078,1,2020,12,4,VIERNES,5.833333333333333,CALLE,['BARCO CENTENERA DEL'],0,7,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,-58.43706741,-34.63217813
2020-0079,1,2020,12,6,DOMINGO,4.25,GRAL PAZ,"['PAZ, GRAL. AV.', 'GOYENECHE, ROBERTO PARQUE AV.']",1,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.49332664,-34.54836855
2021-0001,1,2021,1,2,MIÉRCOLES,18.0,AUTOPISTA,['AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI'],0,1,MOTO-AUTO,MOTO,AUTO,-58.37960727,-34.62622851
2021-0002,1,2021,1,3,JUEVES,10.333333333333334,AVENIDA,"['CASTRO, EMILIO AV.', 'MURGUIONDO']",1,9,MOTO-CARGAS,MOTO,CARGAS,-58.51061062,-34.64972472
2021-0003,1,2021,1,6,DOMINGO,7.666666666666667,AUTOPISTA,['AUTOPISTA 25 DE MAYO'],0,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.43052224,-34.62941648
2021-0004,1,2021,1,0,LUNES,9.2,AVENIDA,"['CASEROS AV.', 'GUARANI']",1,5,PEATON-CARGAS,PEATON,CARGAS,-58.41455544,-34.63866836
2021-0005,1,2021,1,0,LUNES,21.5,AVENIDA,"['PERON, EVA AV.']",0,9,PEATON-AUTO,PEATON,AUTO,-58.46774439,-34.64730145
2021-0006,1,2021,1,1,MARTES,21.0,AUTOPISTA,"['AUTOPISTA ARTURO ILLIA', 'SARMIENTO AV.']",1,14,MOTO-CARGAS,MOTO,CARGAS,-58.40786274,-34.56726817
2021-0007,1,2021,1,0,LUNES,10.0,AVENIDA,"['DE LOS CONSTITUYENTES AV.', 'GIRIBONE']",1,15,MOTO-MOTO,MOTO,MOTO,-58.48744301,-34.58622275
2021-0008,1,2021,1,4,VIERNES,23.5,AVENIDA,"['SAENZ AV.', 'RABANAL, FRANCISCO, INTENDENTE AV.']",1,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.41657793,-34.65476216
2021-0009,1,2021,1,5,SÁBADO,5.5,AVENIDA,"['PAYSANDU', 'GAONA AV.']",1,6,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.45351111,-34.61134937
2021-0010,1,2021,1,5,SÁBADO,8.0,GRAL PAZ,"['PAZ, GRAL. AV.', 'BALBIN, RICARDO, DR. AV.']",1,12,MOTO-AUTO,MOTO,AUTO,-58.5007381,-34.5497951
2021-0011,1,2021,1,2,MIÉRCOLES,1.0666666666666667,AVENIDA,['SANTA FE AV.'],0,2,PEATON-AUTO,PEATON,AUTO,-58.39144148,-34.59564871
2021-0012,1,2021,1,4,VIERNES,20.116666666666667,AUTOPISTA,"['DELLEPIANE, LUIS, TTE. GRAL.', 'GUAMINI']",1,8,PEATON-AUTO,PEATON,AUTO,-58.48191128,-34.68385968
2021-0013,1,2021,1,6,DOMINGO,6.166666666666667,AVENIDA,"['FALCON, RAMON L.,CNEL.', 'OLIVERA AV.']",1,10,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.48727942,-34.63652467
2021-0014,1,2021,2,1,MARTES,0.8333333333333334,AVENIDA,"['SAN MARTIN AV.', 'NOGOYA']",1,15,PEATON-AUTO,PEATON,AUTO,-58.48328708,-34.59779521
2021-0015,1,2021,2,5,SÁBADO,3.0833333333333335,AVENIDA,"['SAN MARTIN AV.', 'TINOGASTA']",1,15,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.49018543,-34.5972499
2021-0016,1,2021,2,6,DOMINGO,5.833333333333333,AVENIDA,"['FERNANDEZ DE LA CRUZ, F., GRAL. AV.', 'DE LA TORRE, LISANDRO']",1,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.47230127,-34.68482689
2021-0017,1,2021,2,2,MIÉRCOLES,4.166666666666667,AVENIDA,"['SALTA', 'CASEROS AV.']",1,1,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.38262614,-34.63168269
2021-0018,1,2021,2,5,SÁBADO,19.0,CALLE,"['JAURES, JEAN', 'PERON, JUAN DOMINGO, TTE. GENERAL']",1,3,PEATON-AUTO,PEATON,AUTO,-58.41047268,-34.60793518
2021-0019,1,2021,2,6,DOMINGO,1.3333333333333333,AVENIDA,"['TRIUNVIRATO AV.', 'LARRALDE, CRISOLOGO AV.']",1,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.49659234,-34.56353635
2021-0020,1,2021,2,6,DOMINGO,15.0,CALLE,"['POTOSI', 'GASCON']",1,5,PEATON-CARGAS,PEATON,CARGAS,-58.42462955,-34.60727189
2021-0021,1,2021,2,4,VIERNES,5.5,CALLE,"['YRIGOYEN, HIPOLITO', '24 DE NOVIEMBRE']",1,3,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.41168345,-34.61185625
2021-0022,1,2021,2,6,DOMINGO,12.0,AVENIDA,"['DEL LIBERTADOR AV.', 'ROOSEVELT FRANKLIN D.']",1,13,PASAJEROS-SD,PASAJEROS,SD,-58.45157681,-34.55217303
2021-0023,1,2021,3,0,LUNES,9.333333333333334,AUTOPISTA,['AUTOPISTA BUENOS AIRES - LA PLATA'],0,4,MOTO-CARGAS,MOTO,CARGAS,-58.37709334,-34.64035082
2021-0024,1,2021,3,2,MIÉRCOLES,16.5,AVENIDA,"['PERON, EVA AV.', 'PIEDRA BUENA AV.']",1,9,BICICLETA-CARGAS,BICICLETA,CARGAS,-58.49573651,-34.67006054
2021-0025,1,2021,3,3,JUEVES,3.75,GRAL PAZ,"['PAZ, GRAL. AV.', 'AUTOPISTA DELLEPIANE LUIS TTE. GRAL.']",1,8,MOTO-OTRO,MOTO,OTRO,-58.48695354,-34.68795245
2021-0026,1,2021,3,0,LUNES,2.5833333333333335,AUTOPISTA,['AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI'],0,4,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.37562539,-34.64449357
2021-0027,1,2021,3,1,MARTES,15.5,GRAL PAZ,"['PAZ, GRAL. AV.', 'DONADO']",1,12,MOTO-CARGAS,MOTO,CARGAS,-58.49491054,-34.54795581
2021-0028,1,2021,3,0,LUNES,17.333333333333332,AVENIDA,"['COREA AV.', 'TORRES Y TENORIO, PRES.']",1,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44147621,-34.64357704
2021-0029,1,2021,3,2,MIÉRCOLES,18.083333333333332,AVENIDA,"['FALCON, RAMON L.,CNEL.', 'SAN PEDRITO AV.']",1,7,AUTO-AUTO,AUTO,AUTO,-58.46899119,-34.63215432
2021-0030,1,2021,4,5,SÁBADO,18.5,CALLE,['FINOCHIETTO ENRIQUE DR.'],0,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38685612,-34.63455776
2021-0031,1,2021,4,2,MIÉRCOLES,10.483333333333333,AVENIDA,"['9 DE JULIO AV.', 'INDEPENDENCIA AV.']",1,1,PEATON-CARGAS,PEATON,CARGAS,-58.38113667,-34.61765323
2021-0032,1,2021,4,5,SÁBADO,19.916666666666668,AUTOPISTA,"['CANTILO, INT.', 'GUIRALDES, INT.']",1,13,PEATON-MOTO,PEATON,MOTO,-58.44112678,-34.54538956
2021-0033,1,2021,4,2,MIÉRCOLES,17.833333333333332,AUTOPISTA,['AUTOPISTA 25 DE MAYO'],0,5,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.41595919,-34.62743346
2021-0034,1,2021,4,0,LUNES,14.666666666666666,AVENIDA,"['ALCORTA, AMANCIO AV.', 'ZAVALETA']",1,4,MOTO-CARGAS,MOTO,CARGAS,-58.40184094,-34.64546845
2021-0035,1,2021,5,0,LUNES,9.333333333333334,AVENIDA,"['JANER, ANA MARIA', 'LAFUENTE AV.']",1,8,MOTO-CARGAS,MOTO,CARGAS,-58.44642231,-34.65679806
2021-0036,1,2021,5,6,DOMINGO,6.0,GRAL PAZ,"['PAZ, GRAL. AV.', 'MOSCONI GENERAL AV.']",1,11,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.52340614,-34.59798754
2021-0037,1,2021,5,1,MARTES,7.166666666666667,AVENIDA,"['MONROE', 'BALBIN, RICARDO, DR. AV.']",1,13,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46649069,-34.56219075
2021-0038,1,2021,5,4,VIERNES,11.666666666666666,AVENIDA,"['JUSTO, JUAN B. AV.', 'SANTA FE AV.']",1,14,MOTO-CARGAS,MOTO,CARGAS,-58.42653328,-34.57816791
2021-0039,1,2021,5,5,SÁBADO,12.15,AVENIDA,"['OLIDEN', 'ALBERDI, JUAN BAUTISTA AV.']",1,9,BICICLETA-AUTO,BICICLETA,AUTO,-58.50407099,-34.65303372
2021-0040,1,2021,5,3,JUEVES,5.833333333333333,GRAL PAZ,"['PAZ, GRAL. AV.', 'DEL LIBERTADOR AV.']",1,13,MOTO-AUTO,MOTO,AUTO,-58.46743471,-34.53476874
2021-0041,1,2021,5,3,JUEVES,8.5,AVENIDA,"['DEL LIBERTADOR AV.', 'CASARES AV.']",1,14,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.40986646,-34.5772806
2021-0042,1,2021,5,4,VIERNES,5.0,AVENIDA,['RIVADAVIA AV.'],0,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.51739138,-34.63931792
2021-0043,1,2021,5,5,SÁBADO,18.433333333333334,AVENIDA,"['ALBERDI, JUAN BAUTISTA AV.', 'PILAR']",1,9,PEATON-AUTO,PEATON,AUTO,-58.50719962,-34.65556223
2021-0044,1,2021,5,1,MARTES,2.0,AVENIDA,"['PERON, EVA AV.', 'ACOSTA, MARIANO']",1,9,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.46712311,-34.64600222
2021-0045,1,2021,5,2,MIÉRCOLES,17.4,AUTOPISTA,['AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI'],0,4,MULTIPLE,MOTO,MULTIPLE,-58.37709334,-34.64035082
2021-0046,1,2021,5,0,LUNES,2.0,AVENIDA,"['ELCANO AV.', 'GUZMAN AV.']",1,15,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.46033141,-34.58569883
2021-0047,1,2021,6,2,MIÉRCOLES,16.0,AVENIDA,"['VEDIA, AGUSTIN DE', 'RABANAL, FRANCISCO, INTENDENTE AV.']",1,4,MOTO-AUTO,MOTO,AUTO,-58.42190745,-34.65633192
2021-0048,1,2021,6,3,JUEVES,9.966666666666667,AVENIDA,"['CAPDEVILA', 'CONGRESO AV.']",1,12,BICICLETA-AUTO,BICICLETA,AUTO,-58.49026573,-34.5698141
2021-0049,1,2021,6,3,JUEVES,20.5,AVENIDA,"['FERNANDEZ DE LA CRUZ, F., GRAL. AV.']",0,8,AUTO-AUTO,AUTO,AUTO,-58.45410344,-34.66902702
2021-0050,1,2021,6,3,JUEVES,13.5,AVENIDA,['DEL LIBERTADOR AV.'],0,13,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.44751621,-34.55719892
2021-0051,1,2021,6,1,MARTES,19.333333333333332,AVENIDA,"['27 DE FEBRERO AV.', 'EREZCANO AV.']",1,4,PEATON-CARGAS,PEATON,CARGAS,-58.42040352,-34.66005171
2021-0052,1,2021,6,6,DOMINGO,5.666666666666667,GRAL PAZ,"['PAZ, GRAL. AV.']",0,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.49530249,-34.68010798
2021-0053,1,2021,6,6,DOMINGO,12.0,AVENIDA,['CORRIENTES AV.'],0,15,PEATON-BICICLETA,PEATON,BICICLETA,-58.44399875,-34.5947736
2021-0054,1,2021,6,1,MARTES,14.733333333333333,CALLE,"['TABARE', 'EREZCANO']",1,4,MOTO-CARGAS,MOTO,CARGAS,-58.42759813,-34.65463857
2021-0055,1,2021,6,1,MARTES,12.333333333333334,AVENIDA,"['CORRIENTES AV.', 'PUEYRREDON AV.']",1,3,MOTO-CARGAS,MOTO,CARGAS,-58.40547222,-34.60456293
2021-0056,1,2021,7,4,VIERNES,23.416666666666668,AVENIDA,"['CORRALES', 'MORENO, PERITO AV.']",1,4,BICICLETA-AUTO,BICICLETA,AUTO,-58.42473018,-34.6500828
2021-0057,1,2021,7,5,SÁBADO,23.5,AUTOPISTA,['AUTOPISTA ARTURO ILLIA'],0,2,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.39257023,-34.57563957
2021-0058,1,2021,7,2,MIÉRCOLES,0.6666666666666666,GRAL PAZ,"['PAZ, GRAL. AV.', 'VEDIA']",1,12,PEATON-AUTO,PEATON,AUTO,-58.48941042,-34.54596153
2021-0059,1,2021,7,3,JUEVES,1.3333333333333333,AVENIDA,"['GARAY, JUAN DE AV.']",0,3,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.3964074,-34.62783085
2021-0060,1,2021,7,3,JUEVES,12.5,AVENIDA,"['SALGUERO, JERONIMO', 'RIVADAVIA AV.']",1,5,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.41971993,-34.6111224
2021-0061,1,2021,7,5,SÁBADO,9.25,AVENIDA,"['MORENO, PERITO AV.', 'ALCORTA, AMANCIO AV.']",1,4,PEATON-CARGAS,PEATON,CARGAS,-58.40544588,-34.65012801
2021-0062,1,2021,7,1,MARTES,7.266666666666667,AVENIDA,['LA PLATA AV.'],0,4,AUTO-CARGAS,AUTO,CARGAS,-58.42003882,-34.64645957
2021-0063,1,2021,8,0,LUNES,4.666666666666667,AVENIDA,"['ALBERDI, JUAN BAUTISTA AV.']",0,7,AUTO-AUTO,AUTO,AUTO,-58.46851293,-34.63348678
2021-0064,1,2021,8,0,LUNES,20.0,GRAL PAZ,"['PAZ, GRAL. AV.', 'TONELERO']",1,9,PEATON-CARGAS,PEATON,CARGAS,-58.52931141,-34.65422917
2021-0065,1,2021,8,4,VIERNES,8.5,AVENIDA,"['SAN JUAN AV.', 'LA PLATA AV.']",1,6,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.42675754,-34.6269973
2021-0066,1,2021,8,4,VIERNES,20.0,AVENIDA,"['LOPE DE VEGA AV.', 'PAZ, GRAL. AV.']",1,11,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.52933723,-34.61098186
2021-0067,1,2021,8,6,DOMINGO,9.483333333333333,AUTOPISTA,['AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI'],0,1,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.37910943,-34.62764718
2021-0068,1,2021,8,6,DOMINGO,6.166666666666667,AVENIDA,"['BEIRO, FRANCISCO AV.']",0,11,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.52161176,-34.61164474
2021-0069,1,2021,8,4,VIERNES,17.25,AVENIDA,['SANTA FE AV.'],0,14,PEATON-AUTO,PEATON,AUTO,-58.41354692,-34.5869768
2021-0070,1,2021,8,5,SÁBADO,8.5,AVENIDA,"['CHILAVERT, MARTINIANO, CORONEL', 'VARELA AV.']",1,8,MOTO-CARGAS,MOTO,CARGAS,-58.43960781,-34.65470804
2021-0071,1,2021,8,1,MARTES,16.0,CALLE,['SAN LUIS'],0,3,PEATON-MOTO,PEATON,MOTO,-58.4045461,-34.60003693
2021-0072,1,2021,9,2,MIÉRCOLES,19.166666666666668,AVENIDA,"['CALLAO AV.', 'PARAGUAY']",1,2,PEATON-AUTO,PEATON,AUTO,-58.39303911,-34.59871111
2021-0073,1,2021,9,5,SÁBADO,12.333333333333334,AVENIDA,"['DEL LIBERTADOR AV.', 'AGOTE, LUIS DR.']",1,2,BICICLETA-AUTO,BICICLETA,AUTO,-58.39391034,-34.58405348
2021-0074,1,2021,9,0,LUNES,15.0,GRAL PAZ,"['PAZ, GRAL. AV.', 'BALBIN, RICARDO, DR. AV.']",1,12,MULTIPLE,MOTO,MULTIPLE,-58.5007381,-34.5497951
2021-0075,1,2021,9,1,MARTES,14.5,CALLE,"['SALTA', 'BRASIL']",1,1,PEATON-CARGAS,PEATON,CARGAS,-58.38281301,-34.62786038
2021-0076,1,2021,10,5,SÁBADO,6.25,AVENIDA,"['MORENO, PERITO AV.']",0,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.43980799,-34.65094083
2021-0077,1,2021,10,0,LUNES,7.333333333333333,AVENIDA,['DIRECTORIO AV.'],0,6,MOTO-CARGAS,MOTO,CARGAS,-58.44402387,-34.62933109
2021-0078,1,2021,10,5,SÁBADO,6.583333333333333,AVENIDA,"['INDEPENDENCIA AV.', 'LA PLATA AV.']",1,6,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.42779702,-34.62207347
2021-0079,1,2021,10,0,LUNES,3.5,CALLE,['TUCUMAN'],0,3,PEATON-AUTO,PEATON,AUTO,-58.40944147,-34.60097942
2021-0080,1,2021,10,3,JUEVES,16.266666666666666,AVENIDA,"['ARENALES', '9 DE JULIO AV.']",1,1,MOTO-AUTO,MOTO,AUTO,-58.38277479,-34.5943016
2021-0081,1,2021,11,1,MARTES,13.583333333333334,AUTOPISTA,['AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI'],0,4,MOTO-CARGAS,MOTO,CARGAS,-58.37627355,-34.63800916
2021-0082,1,2021,11,5,SÁBADO,4.65,AUTOPISTA,['AUTOPISTA 25 DE MAYO'],0,3,MOTO-AUTO,MOTO,AUTO,-58.39591856,-34.62453459
2021-0083,1,2021,11,1,MARTES,0.5833333333333334,AVENIDA,"['CABILDO AV.', 'OLAZABAL']",1,13,MOTO-AUTO,MOTO,AUTO,-58.45829717,-34.56015762
2021-0084,1,2021,11,3,JUEVES,3.0,AVENIDA,"['TAPALQUE', 'BRUIX AV.']",1,9,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.49142611,-34.64584795
2021-0085,1,2021,11,5,SÁBADO,18.5,GRAL PAZ,"['PAZ, GRAL. AV.', 'EZEIZA']",1,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.51271409,-34.57786555
2021-0086,1,2021,11,3,JUEVES,10.166666666666666,AVENIDA,"['RIVADAVIA AV.', 'PUAN']",1,6,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44864864,-34.62352826
2021-0087,1,2021,11,5,SÁBADO,11.366666666666667,CALLE,['ESMERALDA'],0,1,PEATON-BICICLETA,PEATON,BICICLETA,-58.37795815,-34.59167894
2021-0088,1,2021,12,2,MIÉRCOLES,15.666666666666666,CALLE,"['MONROE', '3 DE FEBRERO']",1,13,MOTO-AUTO,MOTO,AUTO,-58.45531707,-34.55555257
2021-0089,1,2021,12,3,JUEVES,1.1666666666666667,AVENIDA,['GAONA AV.'],0,11,MOTO-AUTO,MOTO,AUTO,-58.47633683,-34.62140594
2021-0090,1,2021,12,4,VIERNES,11.75,AVENIDA,"['9 DE JULIO AV.', 'LAVALLE']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38188582,-34.60256036
2021-0091,1,2021,12,5,SÁBADO,23.0,CALLE,"['BAIGORRIA', 'HUGO, VICTOR']",1,10,MOTO-AUTO,MOTO,AUTO,-58.51989389,-34.62284918
2021-0092,1,2021,12,6,DOMINGO,6.333333333333333,AVENIDA,"['RIVADAVIA AV.', 'PUEYRREDON AV.']",1,3,PEATON-AUTO,PEATON,AUTO,-58.4059686,-34.61011987
2021-0093,1,2021,12,0,LUNES,17.166666666666668,AVENIDA,"['RIESTRA AV.', 'MOM']",1,7,MOTO-AUTO,MOTO,AUTO,-58.43353773,-34.64561636
2021-0094,1,2021,12,0,LUNES,1.1666666666666667,AUTOPISTA,"['DELLEPIANE, LUIS, TTE. GRAL.', 'LACARRA AV.']",1,9,MOTO-AUTO,MOTO,AUTO,-58.46739825,-34.65117757
2021-0095,1,2021,12,3,JUEVES,0.7166666666666667,AVENIDA,"['GAONA AV.', 'TERRADA']",1,11,MOTO-CARGAS,MOTO,CARGAS,-58.47293407,-34.61984745
2021-0096,1,2021,12,2,MIÉRCOLES,10.5,AVENIDA,"['PERON, EVA AV.']",0,9,AUTO-CARGAS,AUTO,CARGAS,-58.47066794,-34.65021673
2021-0097,1,2021,11,3,JUEVES,6.166666666666667,CALLE,['PADRE CARLOS MUJICA'],0,1,BICICLETA-AUTO,BICICLETA,AUTO,-58.37976155,-34.58679619
